0.7957	6.77736	-6.49634
0.297446	0.113512	-1.95355
-1.49719	3.7225	-3.93937
1.15289	0.683962	-2.4575
-0.170212	0.298705	-2.43737
-0.437117	1.76512	-4.06916
2.32292	0.394867	-3.3701
0.0109476	0.0955286	-2.8459
1.65291	0.111814	-1.98789
2.48615	2.47206	-3.67711
-0.530827	0.19466	-2.33464
1.47465	0.124597	-2.47941
1.27282	-0.284754	-1.86522
1.1854	-0.368216	-1.84184
2.69831	0.125916	-2.60244
231.151	15.9326	-200.02
-178.995	-34.2675	119.879
61.7758	7.05858	-34.7696
2.68559	-0.186927	-3.89436
-0.242008	0.17778	-2.42154
1.82878	0.510003	-2.14583
-0.290413	0.221159	-2.39344
1.95633	0.322978	-2.37108
1.93536	0.269068	-2.05398
2.2811	0.338329	-2.11749
3.53897	0.386153	-2.93475
2.15911	0.259446	-2.07845
-43.8891	-3.77113	34.1648
1.79502	0.329008	-2.00753
1.92337	0.527646	-2.61406
1.89048	0.188837	-2.03325
3.88731	1.01081	-3.73887
1.76421	-2.81853	-4.82313
-0.359715	0.201135	-2.26468
2.27765	0.582196	-2.0506
2.22146	0.318345	-2.05956
2.54744	0.206452	-2.2326
2.58935	0.220915	-2.21902
2.61688	0.610384	-2.22384
2.53177	0.179524	-2.20041
2.32096	0.376459	-2.29388
4.32772	0.41684	-3.52538
1.95277	0.177397	-1.99513
3.37275	0.575567	-2.96013
1.85662	0.353159	-2.00589
2.0692	0.381474	-2.05666
-0.336354	0.217656	-2.26824
2.53724	0.115683	-2.7567
1.83634	0.28121	-1.92858
3.76034	0.173675	-3.36591
-0.35853	0.029339	-2.0424
1.86416	0.1772	-2.02695
1.82701	0.311128	-2.03393
1.88975	0.331939	-2.04256
1.8283	0.250534	-2.01138
2.15423	0.353927	-2.09707
2.0445	0.352325	-2.06398
0.046768	1.39369	-6.31022
-0.959797	2.19922	-2.49509
3.74736	0.85686	-3.60799
2.47984	0.300183	-2.32302
2.12607	0.252312	-2.12229
2.40095	0.588471	-2.25873
-2.89809	-0.273884	0.842626
1.28717	1.67622	-2.62891
1.19615	1.71867	-2.60076
2.26241	0.424814	-2.1324
1.87719	0.45068	-2.06695
-0.0263316	0.0342815	-2.82718
-0.0595499	-0.00638209	-1.51898
-0.209827	0.0868221	-2.10084
-0.55948	1.90848	-4.05546
0.553081	0.00322421	-3.21875
-0.128051	0.0233699	-3.10606
-0.274763	0.0800447	-2.12257
-1.83969	1.00489	-2.18661
1.47728	0.308791	-1.83555
2.11747	-0.873424	-3.64325
2.56504	0.411117	-2.35305
1.3141	2.3192	-2.26073
-0.834617	-1.47969	-3.54989
-0.546181	-1.18804	-3.58865
4.13284	0.826794	-3.48874
0.946967	0.0667014	-3.24697
1.37463	-0.214663	-3.66494
2.39095	0.307552	-2.521
1.97313	0.240091	-2.12929
195.506	21.0389	-101.776
1.91744	0.42354	-1.97369
2.44071	0.475417	-2.13731
1.84733	0.221615	-2.22984
2.0136	0.376359	-2.01213
2.05203	0.353135	-2.07465
2.29774	0.300257	-2.36779
1.56072	2.1741	-2.31178
1.96969	0.163994	-2.04407
-3.57531	1.86029	-3.40245
2.94828	0.582303	-3.01933
-2.1336	0.509677	-2.64015
3.36235	0.760992	-3.23068
-0.573971	0.244503	-2.24323
0.410773	0.190122	-1.40724
-0.269138	0.268608	-2.25311
0.787732	0.373181	-2.91022
-2.25982	3.27368	-3.12574
-1.7426	2.34732	-2.68149
2.27368	2.09684	-3.12524
1.8568	2.81453	-3.31698
0.557533	0.233119	-2.5837
2.76058	3.025	-3.96001
1.9622	1.00122	-4.18295
1.9262	2.59504	-3.72224
-0.310483	-1.39679	-5.3191
2.27303	2.54373	-3.83906
-0.918889	2.65708	-3.29187
-1.9926	0.513969	-2.63748
-1.95646	0.313658	-2.62562
0.874814	-0.161478	-3.38786
2.37785	2.28368	-3.74368
-10.1007	3.08448	7.07127
0.48292	0.32105	-3.02583
-2.54658	4.34116	-4.08012
-0.634344	1.06002	-4.10155
2.98072	0.217115	-2.92869
2.78737	3.55269	-3.59335
2.37391	3.72341	-3.89763
2.18363	-0.695427	-2.89372
-0.475905	-0.700065	-2.67663
1.75613	-0.599386	-2.75059
-0.882905	0.229791	-4.82339
2.02191	-0.800512	-3.02149
-0.0823379	-0.060868	-2.7929
1.79787	0.41442	-2.01069
1.72239	0.441189	-1.84916
